date,year,quarter,gdp_real,consumption_real,investment_real,gov_spending_real,exports_real,imports_real,gdp_growth_rate,consumption_growth_rate,investment_growth_rate,gdp_nominal,total_compensation,gross_operating_surplus,employment,labor_force,unemployment_rate,real_wage_index,productivity_index,wage_share,profit_share,cpi,ppi,gdp_deflator,inflation_rate,unit_labor_cost,private_debt,private_debt_gdp_ratio,credit_growth_rate,asset_price_index,policy_interest_rate,corporate_profits,finance_sector_value,finance_sector_share,gov_revenue,gov_spending,budget_balance,budget_balance_gdp,gov_debt,gov_debt_gdp,trade_balance,trade_balance_gdp,current_account,current_account_gdp,net_foreign_assets,capital_inflows
1972-09-30,1972,3,130.94697439697202,74.35601010592354,33.2435462134798,23.951534762731416,23.473547058128872,24.077663743291616,0.030893187752245494,0.020164498163137572,0.06548971155068146,230.18620444805512,81.58583392241586,49.361140474556166,111.72731675887145,103.95545015501722,3.0,387.5934307176576,117.20229053704048,0.6230448186995485,0.37695518130045147,174.73442286336063,195.76223942519647,175.7858136914524,6.374775468847507,330.70465512375205,229.4971698869597,0.997006620953903,0.1114116687710154,200.3873201773657,12.518754434029766,29.693630687633025,12.861689822649861,5.587515487077024,83.27823259839761,42.103400274258505,41.1748323241391,17.887619470015114,-235.96246820606086,-102.5093874638822,-1.0619514306591589,-0.46134451593462183,-1.225027678904851,-0.5321898772527424,-8.153812412284612,1.225027678904851
1972-12-31,1972,4,134.86927864526268,75.9472496845874,35.70442987029596,24.28847156843107,23.93330997491083,25.004182452962592,0.029953378200247734,0.021400281919337363,0.07402590689372086,252.91018580063462,84.52813563280534,50.34114301245733,113.78386948636896,104.49796889256224,3.0,449.97095944332557,118.53110573060597,0.6267412155078982,0.3732587844921018,186.25060313900258,211.68769143429404,187.52245755376714,6.590676345809323,379.62267935473955,265.46155119777245,1.0496277576065358,0.11201700020747038,223.40338684034302,13.41848902713601,30.28746586803122,14.270022860592638,5.642328250014211,91.02408463215305,45.546338787369955,45.477745844783094,17.98177708850071,-281.44021405084396,-111.28069561923424,-2.0081263881095883,-0.7940077153288578,-2.2113651641174723,-0.8743677749146327,-10.1619388003942,2.2113651641174723
1973-03-31,1973,1,138.99148661890368,77.57907298189433,37.704840584973475,25.1383889794237,24.623810659153893,26.05462658654171,0.030564469648297968,0.021486272433616206,0.05602696141471627,280.3068253913063,87.80310825985939,51.18837835904429,116.06851500782416,104.89365642164569,3.0,520.9996424289033,119.74951743763955,0.6317157287525381,0.3682842712474619,200.11016491504873,231.34563628304866,201.6719384834487,7.44135135267318,435.07452353636216,299.66668912083,1.069066686843952,0.09336259007803203,244.98851781829802,14.2098878467702,30.800656488861083,15.967566516096467,5.696460117874711,101.22690653115858,50.69707635831341,50.529830172845166,18.0266142653879,-331.9700442236891,-118.43095285327475,-2.8855542168929413,-1.02942702621127,-3.146504077238684,-1.1225213916379622,-13.047493017287142,3.146504077238684
1973-06-30,1973,2,142.05975439606118,78.67677450402215,39.74398039042328,25.414492582135587,25.12165527228699,26.897148352806813,0.022075220949109492,0.01414945396916501,0.05408164505706646,308.0207382561984,90.60247106729929,51.45728332876189,117.72092399755032,105.46959876254978,3.0,601.9411484025056,120.67502494205478,0.6377771906792159,0.3622228093207841,214.9510184656705,252.42608469186723,216.82477177698033,7.416341672059519,498.8117041546444,324.8267621883366,1.054561339042567,0.08950910952971505,267.4803735819051,14.475647388542102,30.964969070068086,17.710944643576116,5.7499195488730095,106.00547318468632,55.10491553949308,50.900557645193246,16.525042415441636,-382.8706018688824,-124.30026758471928,-3.8497088197531832,-1.2498213079897111,-4.187652856493989,-1.3595360105302001,-16.897201837040324,4.187652856493989
1973-09-30,1973,3,144.92788841487578,80.12605024627926,41.33569879586449,25.748763498386772,25.452057103988512,27.734681229643247,0.020189630983158402,0.01842062986686153,0.040049295259433765,336.99295592699644,93.43394628245683,51.493942132418944,119.1823841112549,105.90715705466015,3.0,696.5034409769639,121.60176983839142,0.6446926627053964,0.3553073372946036,230.32299506504015,274.35458457114515,232.52457454034538,7.151385794352357,572.7740985206186,358.7774279937135,1.0646437015479822,0.07182162521916091,284.71678919163423,14.002465039303539,30.9885466147245,19.554740452565383,5.802714896153963,114.70541362627857,59.87220277402359,54.83321085225498,16.271322556704604,-437.70381272113735,-129.88515190684225,-5.307662036533951,-1.575006819336533,-5.751759314005437,-1.706789181448485,-22.204863873574276,5.751759314005437
1973-12-31,1973,4,147.9565262788231,81.39974382693433,42.942267468398306,26.249701725696866,25.88495757836545,28.52014432057186,0.020897550478879808,0.015896123379851888,0.038866372635136176,368.27299520677303,96.49671188977833,51.45981438904479,120.76374988891294,106.29508586599466,3.0,807.0602642808212,122.51733356650819,0.6521963871193549,0.3478036128806451,246.31719753197817,298.09762530293494,248.906218920526,6.944249080479994,658.7314960153869,400.69467977973096,1.088037094750198,0.06534334352203738,306.67257477448237,13.222911248160287,30.96851629932715,21.561847697381012,5.854854409097998,125.87390557671552,65.33714004334813,60.53676553336739,16.438013734723615,-498.2405782545047,-135.29109783755914,-6.559143681520958,-1.7810547520157476,-7.134423832622862,-1.937264997835945,-28.764007555095233,7.134423832622862
1974-03-31,1974,1,150.40434673207372,82.01273646556949,44.530731146015476,26.753936290334792,26.169467116350145,29.062524286196183,0.016544187098835428,0.007530645795869584,0.03699068007496664,394.49677558455426,99.26686884316867,51.13747788890506,122.54300368989409,106.65506452066712,3.0,931.7927174427374,122.73597202879508,0.66,0.33999999999999997,259.4069715308332,317.08369125855245,262.2908075172191,5.314194108251664,759.1846970700078,426.40639152177283,1.08088688656564,0.06437945830075936,322.84415739712824,10.34839828280171,30.774029947925,23.30034545039654,5.906346234610091,131.4022896056826,70.17311553856146,61.229174067121136,15.52083004389414,-559.4697523216258,-141.81858685476433,-7.5882230127239785,-1.9235196539895572,-8.315267624080363,-2.107816372328781,-36.35223056781921,8.315267624080363
1974-06-30,1974,2,153.02363599499412,83.04309505702068,45.83852223354633,26.978722527645008,26.854487881173572,29.691191704391496,0.017414983807524858,0.012563397294806255,0.029368282394525005,422.7772149088034,102.18973697358982,50.83389902140431,123.80933278397008,107.04942485482185,3.0,1075.9146757534277,123.59620438468795,0.6678036128806452,0.33219638711935484,273.1203284115467,336.3596796467241,276.28229597330557,5.286425727029304,870.507861555917,462.28079658859923,1.0934382939447602,0.06044227697065761,345.8341517727897,10.012493319348666,30.589840914297294,25.185677559872104,5.957198418392738,141.55848117629554,74.53743402364505,67.0210471526505,15.85256839517889,-626.4907994742763,-148.1846176619087,-7.837310452749019,-1.8537684095486542,-8.721101273160384,-2.06281250872084,-44.18954102056823,8.721101273160384
1974-09-30,1974,3,154.6523084642923,83.55187674808263,46.77845659350172,27.305550683474554,27.26594337117371,30.249518931940305,0.010643273888430314,0.006126718792364443,0.020505337304864577,449.65418264427296,104.43783863548492,50.21446982880739,124.64977064482278,107.43606844907433,3.0,1246.2676647280296,124.0694689322444,0.6753073372946036,0.32469266270539643,287.2601018283417,357.09163455470383,290.7516784646598,5.1771222958873535,1004.4918185380716,512.6786035670506,1.1401619808185728,0.036774457222342655,361.401787457478,9.432235256429905,30.214644135021818,27.01261038070514,6.007418906203115,144.4678400352044,79.39134692622063,65.07649310898377,14.472564833332507,-691.56729258326,-153.79981311779935,-8.674796021190263,-1.9292150181227163,-9.732082762025433,-2.1643483231478364,-52.86433704175849,9.732082762025433
1974-12-31,1974,4,155.6022113616472,84.05355524421473,47.00642278888416,27.284383878153324,27.606766551791544,30.34891710139657,0.006142183759088262,0.00600439530095423,0.004873315880501045,474.02110974498083,106.1553777716694,49.44683358997781,125.37107138189866,107.88412157180258,3.0,1432.6372655086725,124.11332985075963,0.6822228093207842,0.31777719067921584,300.85067584270627,376.566890743762,304.63648658775907,4.731103946515298,1154.2976626534398,519.0280684284155,1.0949471611246344,0.0035928115912681417,371.2226221303367,7.707205186529178,29.749409628384363,28.711532304283505,6.057015545094617,148.02938244697546,83.11818843352324,64.91119401345222,13.693734873616464,-756.4784865967123,-159.58751014352316,-8.353591091263674,-1.7622825058904723,-9.577949653924117,-2.0205744970043567,-61.21792813302216,9.577949653924117
1975-03-31,1975,1,152.80264752529473,82.86173455555756,46.44205327595736,26.0387967089332,27.209686295666803,29.74962331082021,-0.017991799807046353,-0.014179301341797849,-0.01200622126600662,485.2467304144935,105.17165889663028,47.630988628664454,124.29488259247067,108.33298144098265,3.0,1633.963096138591,122.9355902175742,0.6882842712474619,0.31171572875253806,313.49919101728705,394.80231855203306,317.56434739402437,4.204250211222328,1329.1212847693382,530.2864687664179,1.0928182211829678,0.00464759337247782,365.864555126026,4.260413835129611,28.652842540286297,29.62914635996703,6.1059960846429755,128.11309506306534,82.68993483798042,45.42316022508493,9.360837977472793,-801.9016468217972,-165.25647604813736,-8.065934406391174,-1.6622336433882456,-9.45161165717944,-1.9477950215359423,-69.28386253941333,9.45161165717944
1975-06-30,1975,2,150.4310052100014,81.94245502319417,45.20464283332509,25.787170961554914,26.633760381372625,29.137023989445435,-0.01552095041351117,-0.011094138172391617,-0.026644180335430315,498.6690420460619,104.2876158218106,46.14338938819078,123.43246135177478,108.76664335119133,3.0,1861.3714201295486,121.87313091106759,0.6932587844921019,0.3067412155078981,327.08955149717804,415.1690239799075,331.4935251213145,4.335054401828291,1527.302536838752,541.3495564792803,1.085588859212311,-0.02082446792987211,357.54163850493745,2.6486502812003367,27.75322904806206,30.689928838003922,6.1543681781571475,134.12107766511846,85.48280204951836,48.63827561560011,9.753618435192013,-850.5399224373973,-170.56200620507602,-8.298156777479566,-1.6640609457992113,-9.849797163817424,-1.9752172951028313,-77.5820193168929,9.849797163817424
1975-09-30,1975,3,147.91805288026998,81.06701980973538,43.54601384659699,25.743156312474767,26.11899325602424,28.557130344561376,-0.016705015872381643,-0.010683536552706235,-0.03669156269730217,509.37617981195103,103.09225336277834,44.82579951749164,122.35297670303531,109.24923422267143,3.0,2112.2243745330015,120.89452734712293,0.6969551813004515,0.30304481869954847,339.679819216985,433.35878624035274,344.3637675681533,3.849180648595439,1747.1629368864633,565.6781357353406,1.110531191199743,-0.05794399735202426,347.33112171666266,0.5518968315930063,26.955441420221742,31.592220660195753,6.202139383875157,135.7945796060418,88.650102968597,47.1444766374448,9.25533593951122,-897.6843990748421,-176.2321118757938,-8.396060736562964,-1.6483025844794275,-10.11562233763208,-1.985884448182582,-85.97808005345586,10.11562233763208
1975-12-31,1975,4,144.54634302334952,79.91387381417061,41.79966902387391,25.20380723627657,25.587535166411275,27.958542217382828,-0.02279444456755828,-0.014224600808950551,-0.04010343699598004,520.8764482233638,101.07134341834738,43.47499960500215,120.39989570903792,109.8163083533126,3.0,2420.2297105220596,120.05520617116201,0.6992314112161292,0.3007685887838708,355.2746327560946,456.8331880439091,360.35256052048527,4.591033278061121,2015.9306603260106,566.6061229046063,1.087793707773158,-0.04794618698841992,331.2795407621161,0.0,26.137362578126154,32.55122129322952,6.249317166145091,132.51675581586093,90.82256472456997,41.69419109129096,8.004622062199966,-939.378590166133,-180.3457601836714,-8.543984618297237,-1.6403092609465382,-10.4344259117323,-2.0032439453391793,-94.5220646717531,10.4344259117323
1976-03-31,1976,1,142.91677681215552,79.09138789731203,40.93309196862455,25.35660550456961,25.142713823500138,27.607022381850815,-0.011273659209287381,-0.010292154260612718,-0.02073167265402069,537.7637416509702,100.04174376850887,42.875033043646646,119.97881724547726,110.35985011646166,3.0,2769.793664540644,119.11834113162416,0.7000000000000001,0.29999999999999993,370.9049903139279,478.35611858781766,376.2775467276224,4.399514098875704,2325.245330171329,577.0142026632019,1.072988299456059,-0.029243454622517047,327.15625511167224,0.0,25.77038218799428,33.857115253246285,6.295908896591411,149.20399217832247,95.41121312599579,53.79277905232668,10.003050575179964,-993.1713692184596,-184.68544684127605,-9.272639787160765,-1.7242962046294064,-11.348533876339042,-2.1103196436223635,-103.79470445891387,11.348533876339042
1976-06-30,1976,2,141.4996454693913,78.48949859180932,40.13320792512904,25.178839232467826,24.98303777755431,27.284938057569182,-0.009915780179025575,-0.007610048596999799,-0.01954125635338338,555.0852885601316,98.94099678814446,42.558648681246844,118.98993276989151,110.63741639969113,3.0,3178.28947073202,118.91732533627881,0.6992314112161293,0.3007685887838707,386.4732548276463,502.7562761412875,392.28740589332835,4.197372621096767,2672.6883250563665,613.8586639595669,1.105881702525194,-0.022203986807426596,318.2611540790647,0.0,25.573491992561227,35.20307523056572,6.341921855266791,155.51737916409297,98.77341525909966,56.74396390499331,10.222566707214456,-1049.915333123453,-189.14486742152545,-9.030064894721608,-1.6267887261334606,-11.286560281794317,-2.033302001404359,-112.82476935363547,11.286560281794317
1976-09-30,1976,3,139.54712687113346,77.65680213320451,39.35373454224789,24.57592984100632,24.60828272801227,26.64762237333753,-0.013798752581894062,-0.010609017429647755,-0.01942215494797487,571.6413602727172,97.25809310842793,42.28903376270553,118.0768063319999,110.79740682923578,3.0,3636.205340774014,118.18335133384691,0.6969551813004515,0.30304481869954847,403.35260772342855,529.1077591423729,409.6403652943758,4.3675345408597295,3076.7492203723195,629.0318388117108,1.100395951950737,-0.02271207295909635,314.89649802106186,0.0,25.404381156960127,36.512810063761684,6.387363231789639,155.71653268985398,100.67292877518781,55.043603914666164,9.629045016687755,-1104.958937038119,-193.29583438661052,-8.353958372703422,-1.4613985189451542,-10.777532927230201,-1.885366188704135,-121.17872772633889,10.777532927230201
1976-12-31,1976,4,138.31525001540382,77.07546084057394,39.01784292496578,24.34178384664237,24.34493029333448,26.464767890112732,-0.008827676236338686,-0.007486031830584504,-0.008535190400329582,592.3987990012386,95.88826210240002,42.42698791300379,117.27327507468077,111.34411667986696,3.0,4179.910031064543,117.94268551579489,0.6932587844921019,0.3067412155078981,421.5507700818309,556.457042812496,428.2960837183641,4.511725475413441,3544.018022639283,623.0656183297539,1.0517671868684042,-0.011587878059275475,307.8706553632604,0.0,25.479791936315735,38.10451325806915,6.432240126467488,167.26063009961396,104.25490692235863,63.005723177255334,10.63569394189869,-1167.9646602153744,-197.15851250618968,-9.079181408190733,-1.5326130680038315,-11.684339590881326,-1.9723773259805166,-130.25790913452963,11.684339590881326
1977-03-31,1977,1,138.18799656901132,77.29796930948636,38.779619390490254,24.222297105653503,24.40907371048263,26.520962947101435,-0.0009200246999396097,0.002886891190604467,-0.006105502421895698,620.0225219863055,95.11262451364873,43.07537205536259,117.19349506092819,111.63729924530284,3.0,4786.300569268387,117.91439149175321,0.6882842712474619,0.31171572875253806,441.30330577525433,588.846148797404,448.6804479263618,4.685683693470441,4059.1318063182607,630.9364705572499,1.017602503431618,-0.013349262049357127,308.1930017934149,0.0,25.861343805403497,40.15612786857512,6.4765595514064325,184.86588452639916,108.68071115170032,76.18517337469883,12.287484836942996,-1244.1498335900733,-200.66203879244776,-9.475634086569874,-1.5282725627794476,-12.270304950991864,-1.97900955463403,-139.7335432210995,12.270304950991864
1977-06-30,1977,2,138.35776308139685,77.42705122776339,38.67187009937185,24.61247949694013,24.493280989063372,26.846918731741894,0.0012285185153599544,0.001669926382673879,-0.002778503059388625,652.966850847678,94.39082182073004,43.966941260666815,117.35693731988168,112.05875623985295,3.0,5495.853951390969,117.8948311374835,0.6822228093207842,0.31777719067921584,463.80454117915184,626.5314074070283,471.94088449054567,5.098814151044871,4661.6581052497195,695.9288143752145,1.06579501466539,-0.00864679837493648,309.65055609644685,0.0,26.388437190648286,42.57558322478865,6.52032843160679,197.4944189866687,116.15635343291343,81.33806555375527,12.456691399902253,-1325.4878991438286,-202.9946692428701,-11.10777878050033,-1.701124454645787,-14.124605220532327,-2.163142769375787,-150.84132200159982,14.124605220532327
1977-09-30,1977,3,138.6108481027015,77.33093926034026,38.706980193529034,24.943585140626585,24.49387804723292,26.864534539027304,0.0018292072354174035,-0.001241322843877908,0.0009078974993183696,685.1858412117654,93.60492275238212,45.00592535031939,117.56116641238664,112.3758698544521,3.0,6333.816489813856,117.90530183791796,0.6753073372946037,0.3246926627053963,485.6595018965396,658.9372345703671,494.32338853023094,4.712105806860991,5371.952228679949,700.5264722572741,1.0223890076572197,-0.00596768907487238,307.1354642032965,0.0,27.00355521019163,44.97253998896554,6.563553606045139,208.06244616022985,123.30197528806849,84.76047087216136,12.370435256259924,-1410.24837001599,-205.81983531970488,-11.718709500649899,-1.7102965058246267,-14.969910130694894,-2.1847956029301914,-162.56003150224973,14.969910130694894
1977-12-31,1977,4,140.12762480278997,78.06524391280125,38.64286373573713,25.76236356818563,24.903889580449277,27.246735994383336,0.010942698359111182,0.009495612745487379,-0.0016564572454717472,728.8656864859078,93.57773410768664,46.54989069510332,118.43223123406723,112.62287421473616,3.0,7282.4345262543875,118.31882532538323,0.6678036128806452,0.33219638711935484,510.7671198383423,698.3083445085138,520.1441810718509,5.169798561287372,6154.924633698226,759.645603286056,1.0422298886761263,-0.01018454816672771,310.2383810062941,0.0,27.921175997690646,48.15062985598633,6.606241828742928,234.6112206488159,134.00143500649202,100.60978564232389,13.80361121503682,-1510.858155658314,-207.2889674560809,-12.186179293528534,-1.6719375763567583,-15.6811035094441,-2.151439394142378,-174.74621079577827,15.6811035094441
1978-03-31,1978,1,141.1394907968675,78.79117530535659,38.57526167586904,26.340755770840538,24.949107943123185,27.51680989832185,0.007221031509679882,0.009299034450801182,-0.0017494060567145552,773.328955099458,93.15206392593255,47.98742687093495,119.32758381049331,113.13434680032567,3.0,8378.744336804652,118.27901503563012,0.66,0.33999999999999997,537.7571952834613,740.9772561168195,547.9181983251292,5.284223356754308,7083.880715679495,755.8698462434674,0.9774234383170805,-0.005240652313644266,311.5061554524001,0.0,28.774497257855252,51.414000470797724,6.648399769821804,243.16715203407938,144.32579444481195,98.84135758926743,12.781282394444343,-1609.6995132475813,-208.1519775812038,-14.06890629128364,-1.819265423661039,-17.84520863302488,-2.3075831462601584,-188.8151170870619,17.84520863302488
1978-06-30,1978,2,141.98449836115168,79.28408166766181,39.5048380972768,25.951799512264657,25.175314432463164,27.93153534851472,0.005987038493006419,0.006255857466206787,0.02409773468858335,821.2016044796505,92.6017768580971,49.38272150305459,119.86447341777351,113.67277071070791,3.0,9613.922081012937,118.45419607049156,0.6521963871193549,0.3478036128806451,567.3506502288432,787.8202083024852,578.3741281325252,5.50312579821132,8116.1515589466635,842.0022398667846,1.0253295113814522,0.027330352176239536,314.50550527419,0.0,29.602164721521483,54.93866668410877,6.69003401654583,256.19361257697176,150.09849416376164,106.09511841321012,12.919497214138623,-1715.7946316607913,-208.9370773633588,-15.941268692619493,-1.9412125604309531,-20.036396408213122,-2.4398876352548124,-204.7563857796814,20.036396408213122
1978-09-30,1978,3,143.8939143234951,79.78950988840396,41.136866418663736,25.74798343809929,25.588531108688226,28.36897653036009,0.013448059361287611,0.006374901620993301,0.04131211264220906,881.715965296261,92.76735077231623,51.12656355117887,120.7731087370314,114.0619282589566,3.0,11125.873101357565,119.144001366071,0.6446926627053964,0.3553073372946036,600.5273685893322,845.0634649475774,612.7541734072445,5.847656708793263,9338.17311303254,859.0716156754278,0.9743178636748121,0.06335721905825654,323.60731736812966,0.0,30.638507046411863,59.34963367076148,6.731151074350763,288.2295268710765,157.7718430851595,130.45768378591697,14.795885400814143,-1846.2523154467083,-209.3930912123564,-17.037295360605004,-1.9322884047903555,-21.473168983410734,-2.435383936389951,-221.79368114028642,21.473168983410734
