country,year,regime_type,region,income_level,labor_market_coordination,union_density,employment_protection,vocational_training,stakeholder_governance,interfirm_cooperation,left_cabinet_share,welfare_generosity,strike_days_per_1000,decommodification_index,financial_sector_gdp_share,household_debt_to_income,corporate_debt_to_gdp,stock_market_cap_to_gdp,nfc_financial_income_ratio,financial_deregulation,financialization_index,trade_openness,capital_account_openness,privatization_index,labor_market_flexibility,top_tax_rate,social_spending_gdp,neoliberalism_index,wage_bargaining_level,almp_spending_gdp,product_market_regulation,wage_share_gdp,policy_orthodoxy,cme_complementarity,lme_complementarity,power_resources_index,golden_age_score,neoliberal_regime_score
USA,1984,LME,North America,high,0.2392051580272525,0.18430304800814645,0.29151737085365687,0.30011161339279163,0.25134148433596587,0.3003317520210057,0.29794346778960734,0.33774355121361405,13.69092300593903,0.26700086096117726,0.12803171503023442,0.8017845585658255,0.3987399997842762,0.7948927903155031,0.09980663970230154,0.8503140193146038,0.14132462003768537,0.6389832125486525,0.7404650229688673,0.26029116762202736,0.7287001417624954,0.38749278282675637,10.38418970871842,0.6179354674795656,0.29808330627607826,0.10668610909884554,0.3847823852903887,0.5576442828872846,0.4910776685577107,0.26343063924284293,0.6389524278441479,0.2473394084761455,0.5548621496864519,0.5018972380558593
USA,1985,LME,North America,high,0.23606543910118144,0.1802659162128137,0.289512068078567,0.3002690303135401,0.25156859746400195,0.30031984694979336,0.32575061450673387,0.3346136570120242,33.60334400114336,0.26762405707070214,0.13006113145615744,0.8012716441908542,0.39882957172235967,0.7916379737849417,0.09977315447506392,0.8498170969987867,0.14183561708684933,0.6424128022738094,0.7503840898042059,0.2752154276703375,0.7767295932120614,0.38424362961493647,10.343418331381951,0.633073005661719,0.24666007650496014,0.10549637768857321,0.38072102921181444,0.5550451087966758,0.4947960831591888,0.2625236980446188,0.6586179016222115,0.25448667500125066,0.5558133608929907,0.5081898529566642
USA,1986,LME,North America,high,0.23313802778265125,0.17604464921801252,0.2875241141205552,0.3005007494293416,0.2517593978167006,0.2996715934817795,0.12504103413239295,0.3312608884732622,21.492519545632668,0.25783168730593387,0.13204520753062493,0.8014422383944351,0.398360045499219,0.7890077696605657,0.099970657210427,0.8500010625008162,0.1424413363042591,0.6459082569949807,0.7603114983484122,0.29007960055066523,0.7517092378591406,0.3814651737049928,10.279950706553656,0.6336114603121787,0.24211854433522623,0.10708439706942535,0.3769838311067432,0.5523747474571262,0.5638158973165809,0.26169899173763583,0.6490934522579457,0.18936902802309913,0.5350282064985025,0.5216643254427473
USA,1987,LME,North America,high,0.22956404370925393,0.17180540789319637,0.28601676254305225,0.3003366129656712,0.2518896760669618,0.29946671595351265,0.15199398557049199,0.3283611094771147,12.273150062108812,0.24991130701408848,0.1340292546795716,0.8022778037927849,0.39876461378046707,0.7881903863081274,0.0999659307451641,0.8500638348935102,0.1430932096424947,0.6499032901502506,0.7703464262022857,0.3050479907638215,0.8076848075991595,0.37832355793175393,10.231975662629907,0.6504889841730497,0.23527637657087533,0.10536682568610073,0.3727409224087979,0.5496396299318003,0.5656899233724946,0.2605097065654923,0.6724332678731068,0.1931990458886973,0.5348876028465809,0.5295326458015338
USA,1988,LME,North America,high,0.22604656835950002,0.16796791305767522,0.28397829035009603,0.3005292881915201,0.2518266222180337,0.299416202323234,0.0,0.325449943336141,27.747324658294374,0.25430653168572487,0.1360564288372198,0.8013869604503339,0.39869570736877724,0.7896481203433865,0.09981013551339643,0.8497274708284837,0.14376223793235143,0.6543201467687586,0.7799844344220894,0.31997390752302474,0.7339019221405351,0.37501237820165595,10.187902642335079,0.6414258545900317,0.20685026665910616,0.10545045823040536,0.36863414058853455,0.5471147814735032,0.622456336765459,0.2593910842159681,0.6441940163998721,0.14779605566019002,0.5200560579077529,0.5342823875426832
USA,1989,LME,North America,high,0.22287788210072773,0.16423916106338937,0.2820385998185628,0.3006118443769074,0.25197841606213234,0.2991666456868411,0.07134622982167915,0.3226945352959041,21.767728831966497,0.2505576052184163,0.13810817488357383,0.7990622407888814,0.3987887293429345,0.7896016829674316,0.0997700973773781,0.8493757510284847,0.14436374404058888,0.657683650691258,0.7901774374143021,0.33497247861988577,0.753678240923077,0.371957899007556,10.151379495382672,0.6509221210963013,0.22291267378428614,0.10435031634640352,0.3643527117832916,0.5445608675162049,0.6101895624802047,0.2584242711987446,0.6530481841841272,0.16658273714513572,0.524490044937846,0.5354536363313002
USA,1990,LME,North America,high,0.2195740327646274,0.1602247590390733,0.2800316574646217,0.3007762564089063,0.25182385101922483,0.2994931279476274,0.027040875228109038,0.3194680283014833,19.13092352635103,0.23500662314113974,0.1399977695559901,0.7992427716306869,0.40033068544674877,0.7890981103581018,0.09982007113938932,0.8492012249030105,0.14498303915144062,0.659595165394002,0.8000814110407629,0.3498133381551361,0.7192498674792707,0.36853886750302,10.06907968013734,0.6494128604468333,0.20203727738598234,0.1031732105525022,0.36036731113448633,0.5417784663218081,0.631178471868731,0.2573357047738026,0.6401924537160353,0.14644324633150724,0.5171494486827433,0.5389126927025474
USA,1991,LME,North America,high,0.21666830696440598,0.15642546561865173,0.2777979218570978,0.3011556150054371,0.2517764872978768,0.2992070996720353,0.084056343747968,0.31652350210065305,25.280223491911244,0.24052134110303078,0.14201580847722378,0.8018863432140855,0.3996664227739887,0.7911171766692988,0.09987333065032637,0.8493599564914066,0.14582239053636298,0.6630730314487159,0.8101069715802363,0.3648698082613897,0.7368879384628615,0.36558970228146925,10.03913191896561,0.6584418311321321,0.22121193698846953,0.10332727077453009,0.35652332677042964,0.5391439193566255,0.6236288855526487,0.25648589993132637,0.6484222597962177,0.16414828547697924,0.5211553362248351,0.5401379756315791
USA,1992,LME,North America,high,0.2133958997417496,0.15249779282366124,0.27602648642000077,0.3011065373822365,0.251679414588311,0.2991190907746959,0.37692286463918556,0.3130546303703415,18.75852696458464,0.1786963502713687,0.1440022983112899,0.8016834969944153,0.40049957213541293,0.7943500359769485,0.0997645525568002,0.8492998843937889,0.1465849011725327,0.6677964082954876,0.8201803920335939,0.37980634775786043,0.773849403354562,0.3625378521929532,9.956444126016773,0.6717673679847423,0.20020568255087046,0.10372497728266786,0.35253836418795087,0.5362659413168577,0.5448941089052073,0.2553568052109412,0.6646734968158422,0.22899480947501616,0.5392293490174881,0.5340601924491277
USA,1993,LME,North America,high,0.20997220863134902,0.14836876887274023,0.27417687302653815,0.300955790149365,0.2516957894161883,0.2991452388901531,0.3717475609500448,0.30997272446724794,21.47361738454795,0.27129204840333776,0.146049679158173,0.8017304124293655,0.3989039613211833,0.7953584219035691,0.09985750080753467,0.8491389270104569,0.14732270889880414,0.6720022893260977,0.8300752309561313,0.39490592298152855,0.7918051922972414,0.3597845895772285,9.955377901585228,0.6808601495212551,0.16914107518657523,0.10533771160065145,0.3487837741999449,0.5336759146556329,0.5541703265033575,0.25418280799913967,0.6730341776150273,0.2584055543316407,0.5467952194921041,0.5329457765639407
USA,1994,LME,North America,high,0.2074119032620255,0.14444104799384191,0.27233507941594676,0.3007778872634399,0.252158721129523,0.29943349354796633,0.1536081390529321,0.30676286341192766,17.61965724757681,0.25944558165720194,0.14803717302811925,0.8035125760479016,0.39765693532823193,0.7944241401489172,0.09968121411464756,0.8489377038318402,0.14795406591449187,0.67679661420837,0.8400490232747315,0.40987823309754895,0.8490768192126357,0.3569143744193298,9.882229051912724,0.6981883066345045,0.1687005537205361,0.10306927514390007,0.34463393835181905,0.5311150864656422,0.6298970429650635,0.2534365960574414,0.6965707777287842,0.187442762093745,0.5242926434400328,0.5559918206728508
USA,1995,LME,North America,high,0.20434417037187955,0.1407486553071351,0.2701532019249879,0.30061472520644683,0.25178526809100465,0.29914632111773043,0.21553400684561494,0.303384134014812,17.7123424432572,0.24207694580068673,0.15010222564977738,0.8041028506669634,0.3969125512816194,0.7937969255979033,0.0997956276349092,0.9487275214402745,0.15164964609515103,0.6801175245230904,0.8496419752266064,0.42487569419291044,0.7598524466528697,0.35363597515189227,9.841127901503008,0.6858045874649894,0.16209689610015557,0.10292601486416737,0.34067900690255687,0.5284818993732529,0.6215263764894917,0.25224342669178934,0.6617072663892696,0.1986491624414221,0.5254926146531824,0.5486673550727557
USA,1996,LME,North America,high,0.20136442883328592,0.1367414900993131,0.26843376078717507,0.300599304864564,0.24892252012907953,0.29937895386816143,0.2632899153616477,0.300388504533269,12.715012422063914,0.24882770862204634,0.15206840499875318,0.8343197117039464,0.41120603426245445,0.8168642545282674,0.10366369284599547,0.948340785780053,0.15479552630208768,0.683133886762492,0.8597883999480731,0.4398583907050408,0.7371045029604016,0.35046829765366866,9.821282178701347,0.6866762646295614,0.21756686304452066,0.1041870512395343,0.3365735130378341,0.5259348358632479,0.6183419303892203,0.2502816889641775,0.6569621107134149,0.2139361941609701,0.5281161347029639,0.546989551373213
USA,1997,LME,North America,high,0.19793700437742187,0.1330544188304759,0.2661533905746166,0.30066753525952733,0.24559997695484162,0.2993810004803653,0.0,0.29692035688761864,21.363517600689054,0.24673780767073406,0.15395688850337189,0.8647618283692599,0.4263282553413377,0.8420154806616484,0.1076410683240946,0.9480993066137237,0.15803109034733415,0.6874114158940805,0.8700044137481375,0.45478957473603077,0.7905545753352979,0.3475724305377755,9.763710777397415,0.7031309500339168,0.16643708889425973,0.10192602628773305,0.33264584835491884,0.52325352531081,0.7062080826321941,0.2480434902448394,0.6831430509201399,0.13292727927542347,0.5017702668027508,0.572389346266074
USA,1998,LME,North America,high,0.19477368956006433,0.12853046980965793,0.2642707619933767,0.30072287341939336,0.24250559058168372,0.29918469875015574,0.07512487201555751,0.2931806308779604,39.16467856418436,0.21339256799396555,0.15600946815540548,0.8950120723018334,0.4415021606998388,0.8645710911826838,0.11174752519189726,0.9478851909977882,0.16123904906213782,0.6915554295366916,0.8796642150377497,0.470036802682258,0.7366429576082404,0.3447418463397725,9.72392877797041,0.6979536679613412,0.12416195077743725,0.10184258978751784,0.3287465955641613,0.5204782812550939,0.6920714845410798,0.2459657665809935,0.6659107398526795,0.14221052483593546,0.5024827552341768,0.5689064437321248
USA,1999,LME,North America,high,0.19180696633697727,0.124694850310533,0.26270885311853864,0.3008883100692005,0.23972338070107718,0.2992771194450084,0.05639274121383398,0.29010244031998406,15.53514571350103,0.21628467809010302,0.1579672909072932,0.9238723178736767,0.45634926793881536,0.8903988866656481,0.11575948575878597,0.9480217156450798,0.16450086286679796,0.6957387621289179,0.8895829164624104,0.48498721606445727,0.7896704119130441,0.3419863465227499,9.716984224446113,0.7140586011173102,0.1902897031071526,0.10177106045485468,0.3248630747561581,0.5179446573766634,0.7072844006985504,0.24409539065240493,0.6918859078639717,0.13626065730437278,0.49870580128193776,0.57912742795782
USA,2000,LME,North America,high,0.18846166826375058,0.12071225972418063,0.2605107458535125,0.3008909104475761,0.23673623670489627,0.2993169313841231,0.0,0.2870219326461437,13.017720460894889,0.24502517302067672,0.15988827831045602,0.9525308727158771,0.4712593411587579,0.9184072477341081,0.11984115561055733,0.9479885710344503,0.1678410942050847,0.7002985601145083,0.8993369425867622,0.5000895682167038,0.7604461214555448,0.33922924837981094,9.683916314082909,0.713865651759954,0.22034731343352404,0.10185492316560242,0.320648955888511,0.5152784021132142,0.7341138804036914,0.24197667145440255,0.685401035263209,0.12800810146070007,0.4941614630219703,0.5816835338493624
USA,2001,LME,North America,high,0.18557437766925428,0.11665245825408746,0.25839748630759196,0.3011816172630076,0.23352068774931042,0.2991968880086913,0.13239855468097358,0.28399809696911843,13.961852498386415,0.2323393267109253,0.1618890809813882,0.9844177008280012,0.48657600001531687,0.6444836351037977,0.12390302180652832,0.9478234540658469,0.15920881906997575,0.7045515710688556,0.9093013945224648,0.5149802053220975,0.7843619171229887,0.33621134385776136,9.64458283297314,0.7243096963192683,0.19498248946154673,0.10068928432917824,0.31647100666815364,0.51266316619708,0.7053156636023858,0.24002651216241194,0.6547449988139888,0.16186669114204655,0.5058626281004532,0.5775441556522176
USA,2002,LME,North America,high,0.18239418606227864,0.11267081040939457,0.2564174165806095,0.30112868589636,0.23037762700745845,0.29921084842568935,0.05673603356156548,0.28095199521901637,10.649082367282368,0.28440688087507693,0.1638771220480867,1.0146015841799063,0.5020759343418894,0.7587799135235053,0.12803164866786879,0.9482853986169282,0.16608783782718153,0.7087949416247399,0.919431121789409,0.5300174184612069,0.813325581743496,0.33328387498221157,9.544039271128527,0.7360068963162832,0.15034980397505046,0.09824822988251869,0.31233014912651547,0.5100095541176335,0.7394249879432134,0.23789094092888663,0.6844289639072406,0.15599800201803465,0.5009768709043094,0.5866301991026891
USA,2003,LME,North America,high,0.17930667793734065,0.10827329662647438,0.25431672144978623,0.3016727197296779,0.22751354655724537,0.299133785706317,0.4281639156716288,0.27792807280922627,15.555603254556223,0.26853659920968803,0.16591827729687394,1.0447016796224862,0.5162800109322235,0.7845703196424528,0.13213786965296015,0.9481526192342188,0.16941976918220766,0.7132239458330205,0.9296285835692604,0.5450653056775999,0.7798662974340156,0.33054362268300036,9.46602760354632,0.735168592471295,0.11749565020731471,0.09555500678151758,0.30828237297694217,0.5073088339345655,0.6392111024441018,0.23607780705957956,0.675840063538772,0.2603326382441455,0.5301973942924075,0.5663436993414807
USA,2004,LME,North America,high,0.17612616595367184,0.10422936224890687,0.252006588763573,0.3017978531992309,0.22436747323090195,0.29915648917536725,0.27224434632799555,0.27485494108662856,15.924597442112956,0.2448031259500459,0.1679628978378647,1.07461145195843,0.5310628763494837,0.8120011198102018,0.1360924952221065,0.9483860398170956,0.17279406302952194,0.7175253958123328,0.9398529542071458,0.5600628879798902,0.8139199951712363,0.32748296099061314,9.44743520737582,0.7476552073952818,0.1577187621119935,0.0963454667732747,0.30429981025778347,0.504665521356335,0.6962635169140845,0.2339998672189646,0.6945303162539233,0.20383467476803213,0.511178392064087,0.5848988876528911
USA,2005,LME,North America,high,0.1736818494090245,0.10030078476320922,0.2500203013585342,0.3016264216879477,0.22141076494881834,0.29928891531027146,0.3155809318989083,0.27164990795213073,16.677443756391227,0.19090424154554075,0.16996767886015918,1.1053925252260464,0.5460211224557359,0.8393568617630934,0.14015578938548587,0.9487102615286531,0.17619976715289482,0.7220398633713632,0.9501150629720841,0.5750057875079262,0.8143436810747952,0.3245589062280012,9.414533716536061,0.753484974620517,0.15422892013696016,0.09712050100136045,0.3004414280821548,0.5020055590577585,0.6940620404963147,0.23213138954459905,0.6995364468716747,0.19659603877773496,0.5069211051105554,0.5902832097005799
USA,2006,LME,North America,high,0.17067780024160314,0.09659636357215752,0.247807840615789,0.3014122431883354,0.2184198793167991,0.2996061186735005,0.21600338893739576,0.2685238593716568,23.034708820291566,0.19379409490695942,0.1719234380630633,1.1379312163277837,0.561312312053672,0.8628512249257484,0.1440031341993161,0.9483962694611215,0.17941920904382216,0.7266449758662303,0.960070580416393,0.5899794553176649,0.7348272337220311,0.32149353007206527,9.386177704749613,0.7432941877719388,0.12678552459830106,0.09713962623249198,0.29627180834228695,0.49948014085053677,0.7332948099499994,0.23005247329959144,0.6721552371551938,0.16643767714890967,0.495897596771741,0.5921853211693341
USA,2007,LME,North America,high,0.16736048696291636,0.0924927095285028,0.24590255910191605,0.3015087376713841,0.21528955924727794,0.29935855557373514,0.1846930095960112,0.26523631892076294,12.688844438524931,0.17755170644856882,0.17393778512612448,1.1684551689948917,0.5758487117683081,0.888616669510122,0.1479973437085823,0.9484110620539363,0.18273453359897804,0.731563989146975,0.9698411886906464,0.6049391263674675,0.7663204545865167,0.31838334044917216,9.355239612716062,0.755344362330185,0.16891805054330974,0.09629609696246837,0.2919516044827466,0.4968017998953132,0.75285631894489,0.22792529427339367,0.68961253617225,0.14992344847077843,0.4888773944196654,0.6025078515506302
USA,2008,LME,North America,high,0.1646072504365473,0.08833101080792416,0.24371867425506927,0.3014640451143189,0.212718348065143,0.2997851622486664,0.0,0.262046904809474,37.87559098066773,0.2128263879362889,0.17594604484513052,1.197867082168577,0.5907951790629519,0.5133795172750164,0.15207919218204619,0.8983075553237546,0.16849204959332814,0.7351744743520326,0.9798182706305848,0.6201793289956511,0.7489828318123276,0.31539301747282933,11.343932308567322,0.7506999543921878,0.20475079753573686,0.11455997802751522,0.2883827531153879,0.4941791137586059,0.8170729316844055,0.2261277658739345,0.6272178851852193,0.10540508956047456,0.47874555749358627,0.6048165741619975
USA,2009,LME,North America,high,0.161240997341556,0.08423065939920725,0.2420286611360728,0.3016068452131373,0.2098451318696066,0.29939474468876187,0.01933407113844804,0.2585973302131456,35.10292111221265,0.11908808291205122,0.174974491678854,1.1877336813106858,0.6058131692436681,0.6595894071468872,0.15609257694747075,0.8981877704444428,0.1745454535166059,0.7344628116164792,0.9899449241310455,0.6351770686867066,0.8584172838370896,0.3122555087825614,11.286090310818668,0.7773829368664824,0.1525074112768348,0.11454490351253371,0.2841564625112574,0.49149118787916096,0.821335395739758,0.22408713287871507,0.693933025404402,0.07696178115047488,0.4673213734418251,0.6256627482581281
USA,2010,LME,North America,high,0.15830365642005745,0.08041373982274767,0.23987201047760554,0.301701492738052,0.2064401033522751,0.29936438766975476,0.0934528484203546,0.2555204387799195,12.2093645791571,0.18453532229378378,0.17393075134316677,1.1788046777778907,0.6203904871815924,0.6851648280776123,0.16013724092062245,0.8982988458078042,0.17579471520326245,0.7332406175953208,0.9996994721748613,0.6502295575645729,0.7977504087880487,0.3092293255880075,11.239705309582348,0.7698224501428567,0.14753995931056088,0.11298027421733381,0.2803237272558565,0.4887652200800536,0.809188409252584,0.22199133436194968,0.6743837908008441,0.12076802626689238,0.47899808135111044,0.6134960343790286
USA,2011,LME,North America,high,0.15471575538289353,0.0764794900446796,0.2378075981743644,0.3016869269555207,0.20347739421522898,0.2994820511110517,0.2029072456950765,0.2523228811451328,7.837903480945949,0.18601378694411178,0.17291073269950838,1.1682218771764779,0.6349534980916237,0.7066102459633857,0.1641159136830259,0.8981742717085195,0.17682231501760506,0.7317404822029532,1.0,0.6654077200736156,0.8571631996103704,0.3060223346151011,11.158845079588474,0.784492393916147,0.11095166085023607,0.11146037329263453,0.27632998063130626,0.48626632613826926,0.7880742186758524,0.21979519920485457,0.702442090123788,0.15274482065459993,0.48728328214640615,0.6147439273324351
USA,2012,LME,North America,high,0.15131729956822398,0.0723735380039262,0.23597030161783833,0.30151756821190695,0.20034503692227532,0.29953824948459873,0.31628580052470173,0.24914622256448424,22.140778242141828,0.14643292491722332,0.1719362016053252,1.1590741236655082,0.6500127455582061,0.7310882263339404,0.1682288206267794,0.8980750778992542,0.1780522560152131,0.730326758010305,1.0,0.680320088206818,0.7573676309907094,0.3029843357376646,11.070504402085383,0.7672375593302913,0.1774509883471756,0.10999040243804092,0.27238024175946757,0.4837003860306658,0.7638316693654746,0.21755281892101683,0.6672150964759076,0.17146800217981284,0.49150487826164624,0.602740856033747
USA,2013,LME,North America,high,0.1483763579389847,0.06847619149054887,0.23372412875455154,0.3012145987669698,0.19751552358923455,0.29941370958063457,0.24833885590026566,0.24603276321746517,10.320705809621407,0.21300529079787522,0.17099856795808677,1.14675338629153,0.6649345384706138,0.7563860638782847,0.17222077904940852,0.8980414549201291,0.17922045496642003,0.7296237313208419,1.0,0.695323854230135,0.7917667039167761,0.30007401379638776,8.971192180617741,0.7836615891771932,0.13014199964499704,0.08879974499766753,0.2683799316583004,0.48134465226053896,0.7943057955904588,0.21552029373330478,0.6856516837667577,0.1730201755710281,0.490677777085598,0.6109928959643169
USA,2014,LME,North America,high,0.14559789791298333,0.06449560700041847,0.23176962074147237,0.3011252957765564,0.194357019441548,0.2993720851305631,0.24383355159939546,0.24234813495016289,10.240973530136564,0.15164457044493593,0.17004686405848476,1.1365235067200836,0.6802348249822662,0.7792345164275467,0.17617423403116808,0.8979667750664538,0.1803328122473596,0.7288746828537135,1.0,0.7102969356169667,0.8353311879257513,0.2969562610891464,8.894637275647748,0.7951934844162403,0.11200854207464524,0.08727515550075894,0.26430296328191094,0.47864316730301953,0.8058943482964318,0.21350004052767443,0.7073382832605375,0.14879912758569266,0.4819971615227077,0.6219367603651895
USA,2015,LME,North America,high,0.14264930839734036,0.060689335998525044,0.23003104929232884,0.3012965755354211,0.19133407215325463,0.2992734849436314,0.3600847970886617,0.23902599488586193,15.463466298560615,0.1908587935126988,0.1690509668020424,1.1271516467335643,0.6946028697498791,0.8051060494423454,0.180262885772425,0.8977320610250514,0.18159648047650623,0.7281149300712566,1.0,0.7252883217724185,0.8190380592879659,0.29395811943965255,8.891214130112436,0.7944927477880512,0.12816796572712577,0.08727438281639813,0.2603957577384956,0.47605133060400234,0.7805641543337636,0.21155572622991786,0.705586338612336,0.19606728445552685,0.4947617734353071,0.6125118611458721
